<1, 10>	0.03908794788273615
<1, 11>	0.03908794788273615
<1, 12>	0.04234527687296417
<1, 13>	0.048859934853420196
<1, 14>	0.03908794788273615
<1, 15>	0.04234527687296417
<1, 16>	0.03908794788273615
<1, 17>	0.026058631921824105
<1, 18>	0.04560260586319218
<1, 19>	0.035830618892508145
<1, 2>	0.05863192182410423
<1, 20>	0.048859934853420196
<1, 21>	0.03908794788273615
<1, 22>	0.048859934853420196
<1, 23>	0.029315960912052116
<1, 24>	0.04234527687296417
<1, 25>	0.026058631921824105
<1, 3>	0.03908794788273615
<1, 4>	0.05211726384364821
<1, 5>	0.048859934853420196
<1, 6>	0.035830618892508145
<1, 7>	0.04234527687296417
<1, 8>	0.05863192182410423
<1, 9>	0.03257328990228013
<10, 1>	0.041916167664670656
<10, 11>	0.029940119760479042
<10, 12>	0.04790419161676647
<10, 13>	0.03592814371257485
<10, 14>	0.038922155688622756
<10, 15>	0.05389221556886228
<10, 16>	0.023952095808383235
<10, 17>	0.038922155688622756
<10, 18>	0.05389221556886228
<10, 19>	0.038922155688622756
<10, 2>	0.059880239520958084
<10, 20>	0.04790419161676647
<10, 21>	0.041916167664670656
<10, 22>	0.04491017964071856
<10, 23>	0.041916167664670656
<10, 24>	0.041916167664670656
<10, 25>	0.041916167664670656
<10, 3>	0.02694610778443114
<10, 4>	0.03592814371257485
<10, 5>	0.05688622754491018
<10, 6>	0.038922155688622756
<10, 7>	0.038922155688622756
<10, 8>	0.038922155688622756
<10, 9>	0.038922155688622756
<11, 1>	0.04421768707482993
<11, 10>	0.05102040816326531
<11, 12>	0.034013605442176874
<11, 13>	0.04081632653061224
<11, 14>	0.04421768707482993
<11, 15>	0.05102040816326531
<11, 16>	0.05102040816326531
<11, 17>	0.04081632653061224
<11, 18>	0.06462585034013606
<11, 19>	0.04081632653061224
<11, 2>	0.04421768707482993
<11, 20>	0.04421768707482993
<11, 21>	0.05102040816326531
<11, 22>	0.04421768707482993
<11, 23>	0.017006802721088437
<11, 24>	0.03741496598639456
<11, 25>	0.027210884353741496
<11, 3>	0.034013605442176874
<11, 4>	0.034013605442176874
<11, 5>	0.06802721088435375
<11, 6>	0.03741496598639456
<11, 7>	0.047619047619047616
<11, 8>	0.034013605442176874
<11, 9>	0.017006802721088437
<12, 1>	0.04516129032258064
<12, 10>	0.03225806451612903
<12, 11>	0.03225806451612903
<12, 13>	0.04516129032258064
<12, 14>	0.03870967741935484
<12, 15>	0.04516129032258064
<12, 16>	0.035483870967741936
<12, 17>	0.03225806451612903
<12, 18>	0.04838709677419355
<12, 19>	0.025806451612903226
<12, 2>	0.04838709677419355
<12, 20>	0.054838709677419356
<12, 21>	0.02258064516129032
<12, 22>	0.06451612903225806
<12, 23>	0.04516129032258064
<12, 24>	0.03870967741935484
<12, 25>	0.016129032258064516
<12, 3>	0.04516129032258064
<12, 4>	0.04516129032258064
<12, 5>	0.05161290322580645
<12, 6>	0.04838709677419355
<12, 7>	0.05161290322580645
<12, 8>	0.05806451612903226
<12, 9>	0.02903225806451613
<13, 1>	0.03436426116838488
<13, 10>	0.05154639175257732
<13, 11>	0.030927835051546393
<13, 12>	0.058419243986254296
<13, 14>	0.041237113402061855
<13, 15>	0.041237113402061855
<13, 16>	0.044673539518900345
<13, 17>	0.037800687285223365
<13, 18>	0.061855670103092786
<13, 19>	0.044673539518900345
<13, 2>	0.06529209621993128
<13, 20>	0.058419243986254296
<13, 21>	0.054982817869415807
<13, 22>	0.041237113402061855
<13, 23>	0.024054982817869417
<13, 24>	0.041237113402061855
<13, 25>	0.020618556701030927
<13, 3>	0.024054982817869417
<13, 4>	0.041237113402061855
<13, 5>	0.044673539518900345
<13, 6>	0.037800687285223365
<13, 7>	0.03436426116838488
<13, 8>	0.03436426116838488
<13, 9>	0.030927835051546393
<14, 1>	0.05698005698005698
<14, 10>	0.03418803418803419
<14, 11>	0.03133903133903134
<14, 12>	0.039886039886039885
<14, 13>	0.045584045584045586
<14, 15>	0.05413105413105413
<14, 16>	0.04843304843304843
